"source_id","dataset_role","analysis_scope","publisher","dataset_title","source_period","canonical_url","licence","source_access_date","source_access_date_status","provenance_recorded_date","local_path","authoritative_file","file_format","file_size_bytes","sha256","file_modified_utc","archive_member","archive_uncompressed_bytes","extracted_path","extracted_size_bytes","extracted_size_matches_archive","schema_variant","row_count","row_count_status","column_count","columns","declared_grain","candidate_key","duplicate_key_count","missing_key_count","minimum_date","maximum_date","measure_total","notes"
"EPD_202101","monthly prescribing source archive","descriptive 2021 window assessment only","NHS Business Services Authority","English Prescribing Dataset (EPD) with SNOMED Code","202101","https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code","Open Government Licence 3.0",,"not recorded contemporaneously; local archive modification/copy time retained","2026-08-05","data/epd/EPD_SNOMED_202101.ZIP","yes - SHA-256 is for the source ZIP archive","ZIP containing one CSV","625588978","12e5dd48cf88cad4304947d2d7f0b143db9941ed214f42599cb56a996a1e510a","2026-07-17T20:52:35Z","EPD_SNOMED_202101.csv","6487610676","data/epd/EPD_SNOMED_202101.csv","6487610676","TRUE","legacy_through_202502",,"deferred to Stage 2 raw import to avoid a separate 300+ GB scan","27","YEAR_MONTH;REGIONAL_OFFICE_NAME;REGIONAL_OFFICE_CODE;STP_NAME;STP_CODE;PCO_NAME;PCO_CODE;PRACTICE_NAME;PRACTICE_CODE;ADDRESS_1;ADDRESS_2;ADDRESS_3;ADDRESS_4;POSTCODE;BNF_CHEMICAL_SUBSTANCE;CHEMICAL_SUBSTANCE_BNF_DESCR;BNF_CODE;BNF_DESCRIPTION;BNF_CHAPTER_PLUS_CODE;QUANTITY;ITEMS;TOTAL_QUANTITY;ADQUSAGE;NIC;ACTUAL_COST;UNIDENTIFIED;SNOMED_CODE","published EPD record; expected practice/presentation/month grain, to be verified in Stage 2","YEAR_MONTH + PRACTICE_CODE + presentation code (candidate; verify in Stage 2)",,,"202101","202101",,"Archive member name/size matches extracted CSV. The canonical analysis should consume the hashed archive directly, or independently verify the extracted content before use."
"EPD_202102","monthly prescribing source archive","descriptive 2021 window assessment only","NHS Business Services Authority","English Prescribing Dataset (EPD) with SNOMED Code","202102","https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code","Open Government Licence 3.0",,"not recorded contemporaneously; local archive modification/copy time retained","2026-08-05","data/epd/EPD_SNOMED_202102.ZIP","yes - SHA-256 is for the source ZIP archive","ZIP containing one CSV","609582420","49342936176d70867c2942e19d660de8f5e981cac6cfb2c3686d1b51c1ddbd31","2026-07-17T20:56:13Z","EPD_SNOMED_202102.csv","6317101619","data/epd/EPD_SNOMED_202102.csv","6317101619","TRUE","legacy_through_202502",,"deferred to Stage 2 raw import to avoid a separate 300+ GB scan","27","YEAR_MONTH;REGIONAL_OFFICE_NAME;REGIONAL_OFFICE_CODE;STP_NAME;STP_CODE;PCO_NAME;PCO_CODE;PRACTICE_NAME;PRACTICE_CODE;ADDRESS_1;ADDRESS_2;ADDRESS_3;ADDRESS_4;POSTCODE;BNF_CHEMICAL_SUBSTANCE;CHEMICAL_SUBSTANCE_BNF_DESCR;BNF_CODE;BNF_DESCRIPTION;BNF_CHAPTER_PLUS_CODE;QUANTITY;ITEMS;TOTAL_QUANTITY;ADQUSAGE;NIC;ACTUAL_COST;UNIDENTIFIED;SNOMED_CODE","published EPD record; expected practice/presentation/month grain, to be verified in Stage 2","YEAR_MONTH + PRACTICE_CODE + presentation code (candidate; verify in Stage 2)",,,"202102","202102",,"Archive member name/size matches extracted CSV. The canonical analysis should consume the hashed archive directly, or independently verify the extracted content before use."
"EPD_202103","monthly prescribing source archive","descriptive 2021 window assessment only","NHS Business Services Authority","English Prescribing Dataset (EPD) with SNOMED Code","202103","https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code","Open Government Licence 3.0",,"not recorded contemporaneously; local archive modification/copy time retained","2026-08-05","data/epd/EPD_SNOMED_202103.ZIP","yes - SHA-256 is for the source ZIP archive","ZIP containing one CSV","637759542","3c46668157bd0a7848f5fd21c0f18afd9e7dc555e625e92a5673b1526de1f8ba","2026-07-17T20:57:36Z","EPD_SNOMED_202103.csv","6617587279","data/epd/EPD_SNOMED_202103.csv","6617587279","TRUE","legacy_through_202502",,"deferred to Stage 2 raw import to avoid a separate 300+ GB scan","27","YEAR_MONTH;REGIONAL_OFFICE_NAME;REGIONAL_OFFICE_CODE;STP_NAME;STP_CODE;PCO_NAME;PCO_CODE;PRACTICE_NAME;PRACTICE_CODE;ADDRESS_1;ADDRESS_2;ADDRESS_3;ADDRESS_4;POSTCODE;BNF_CHEMICAL_SUBSTANCE;CHEMICAL_SUBSTANCE_BNF_DESCR;BNF_CODE;BNF_DESCRIPTION;BNF_CHAPTER_PLUS_CODE;QUANTITY;ITEMS;TOTAL_QUANTITY;ADQUSAGE;NIC;ACTUAL_COST;UNIDENTIFIED;SNOMED_CODE","published EPD record; expected practice/presentation/month grain, to be verified in Stage 2","YEAR_MONTH + PRACTICE_CODE + presentation code (candidate; verify in Stage 2)",,,"202103","202103",,"Archive member name/size matches extracted CSV. The canonical analysis should consume the hashed archive directly, or independently verify the extracted content before use."
"EPD_202104","monthly prescribing source archive","descriptive 2021 window assessment only","NHS Business Services Authority","English Prescribing Dataset (EPD) with SNOMED Code","202104","https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code","Open Government Licence 3.0",,"not recorded contemporaneously; local archive modification/copy time retained","2026-08-05","data/epd/EPD_SNOMED_202104.ZIP","yes - SHA-256 is for the source ZIP archive","ZIP containing one CSV","632103857","5943385ad4501106fa3e9498f5a04c7cfc167c2fd5da7b53682ab6270286d4f0","2026-07-17T20:59:15Z","EPD_SNOMED_202104.csv","6582203870","data/epd/EPD_SNOMED_202104.csv","6582203870","TRUE","legacy_through_202502",,"deferred to Stage 2 raw import to avoid a separate 300+ GB scan","27","YEAR_MONTH;REGIONAL_OFFICE_NAME;REGIONAL_OFFICE_CODE;STP_NAME;STP_CODE;PCO_NAME;PCO_CODE;PRACTICE_NAME;PRACTICE_CODE;ADDRESS_1;ADDRESS_2;ADDRESS_3;ADDRESS_4;POSTCODE;BNF_CHEMICAL_SUBSTANCE;CHEMICAL_SUBSTANCE_BNF_DESCR;BNF_CODE;BNF_DESCRIPTION;BNF_CHAPTER_PLUS_CODE;QUANTITY;ITEMS;TOTAL_QUANTITY;ADQUSAGE;NIC;ACTUAL_COST;UNIDENTIFIED;SNOMED_CODE","published EPD record; expected practice/presentation/month grain, to be verified in Stage 2","YEAR_MONTH + PRACTICE_CODE + presentation code (candidate; verify in Stage 2)",,,"202104","202104",,"Archive member name/size matches extracted CSV. The canonical analysis should consume the hashed archive directly, or independently verify the extracted content before use."
"EPD_202105","monthly prescribing source archive","descriptive 2021 window assessment only","NHS Business Services Authority","English Prescribing Dataset (EPD) with SNOMED Code","202105","https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code","Open Government Licence 3.0",,"not recorded contemporaneously; local archive modification/copy time retained","2026-08-05","data/epd/EPD_SNOMED_202105.ZIP","yes - SHA-256 is for the source ZIP archive","ZIP containing one CSV","623789273","3722165efd715d6afe15482a24052cc79ab82f654ebc32de5efcdaeca7a1a4b8","2026-07-17T20:55:37Z","EPD_SNOMED_202105.csv","6502137963","data/epd/EPD_SNOMED_202105.csv","6502137963","TRUE","legacy_through_202502",,"deferred to Stage 2 raw import to avoid a separate 300+ GB scan","27","YEAR_MONTH;REGIONAL_OFFICE_NAME;REGIONAL_OFFICE_CODE;STP_NAME;STP_CODE;PCO_NAME;PCO_CODE;PRACTICE_NAME;PRACTICE_CODE;ADDRESS_1;ADDRESS_2;ADDRESS_3;ADDRESS_4;POSTCODE;BNF_CHEMICAL_SUBSTANCE;CHEMICAL_SUBSTANCE_BNF_DESCR;BNF_CODE;BNF_DESCRIPTION;BNF_CHAPTER_PLUS_CODE;QUANTITY;ITEMS;TOTAL_QUANTITY;ADQUSAGE;NIC;ACTUAL_COST;UNIDENTIFIED;SNOMED_CODE","published EPD record; expected practice/presentation/month grain, to be verified in Stage 2","YEAR_MONTH + PRACTICE_CODE + presentation code (candidate; verify in Stage 2)",,,"202105","202105",,"Archive member name/size matches extracted CSV. The canonical analysis should consume the hashed archive directly, or independently verify the extracted content before use."
"EPD_202106","monthly prescribing source archive","descriptive 2021 window assessment only","NHS Business Services Authority","English Prescribing Dataset (EPD) with SNOMED Code","202106","https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code","Open Government Licence 3.0",,"not recorded contemporaneously; local archive modification/copy time retained","2026-08-05","data/epd/EPD_SNOMED_202106.ZIP","yes - SHA-256 is for the source ZIP archive","ZIP containing one CSV","643264368","954d69ceee70eabab83095de936549af1d512fb5681cfed9c41f76d776bb4778","2026-07-17T20:53:19Z","EPD_SNOMED_202106.csv","6701867090","data/epd/EPD_SNOMED_202106.csv","6701867090","TRUE","legacy_through_202502",,"deferred to Stage 2 raw import to avoid a separate 300+ GB scan","27","YEAR_MONTH;REGIONAL_OFFICE_NAME;REGIONAL_OFFICE_CODE;STP_NAME;STP_CODE;PCO_NAME;PCO_CODE;PRACTICE_NAME;PRACTICE_CODE;ADDRESS_1;ADDRESS_2;ADDRESS_3;ADDRESS_4;POSTCODE;BNF_CHEMICAL_SUBSTANCE;CHEMICAL_SUBSTANCE_BNF_DESCR;BNF_CODE;BNF_DESCRIPTION;BNF_CHAPTER_PLUS_CODE;QUANTITY;ITEMS;TOTAL_QUANTITY;ADQUSAGE;NIC;ACTUAL_COST;UNIDENTIFIED;SNOMED_CODE","published EPD record; expected practice/presentation/month grain, to be verified in Stage 2","YEAR_MONTH + PRACTICE_CODE + presentation code (candidate; verify in Stage 2)",,,"202106","202106",,"Archive member name/size matches extracted CSV. The canonical analysis should consume the hashed archive directly, or independently verify the extracted content before use."
"EPD_202107","monthly prescribing source archive","descriptive 2021 window assessment only","NHS Business Services Authority","English Prescribing Dataset (EPD) with SNOMED Code","202107","https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code","Open Government Licence 3.0",,"not recorded contemporaneously; local archive modification/copy time retained","2026-08-05","data/epd/EPD_SNOMED_202107.ZIP","yes - SHA-256 is for the source ZIP archive","ZIP containing one CSV","640397577","5b46f71ac7be7ebb703b9c28dca9e2d760d77cb441650c8d17430ac52467afd2","2026-07-17T19:03:56Z","EPD_SNOMED_202107.csv","6682981735","data/epd/EPD_SNOMED_202107.csv","6682981735","TRUE","legacy_through_202502",,"deferred to Stage 2 raw import to avoid a separate 300+ GB scan","27","YEAR_MONTH;REGIONAL_OFFICE_NAME;REGIONAL_OFFICE_CODE;STP_NAME;STP_CODE;PCO_NAME;PCO_CODE;PRACTICE_NAME;PRACTICE_CODE;ADDRESS_1;ADDRESS_2;ADDRESS_3;ADDRESS_4;POSTCODE;BNF_CHEMICAL_SUBSTANCE;CHEMICAL_SUBSTANCE_BNF_DESCR;BNF_CODE;BNF_DESCRIPTION;BNF_CHAPTER_PLUS_CODE;QUANTITY;ITEMS;TOTAL_QUANTITY;ADQUSAGE;NIC;ACTUAL_COST;UNIDENTIFIED;SNOMED_CODE","published EPD record; expected practice/presentation/month grain, to be verified in Stage 2","YEAR_MONTH + PRACTICE_CODE + presentation code (candidate; verify in Stage 2)",,,"202107","202107",,"Archive member name/size matches extracted CSV. The canonical analysis should consume the hashed archive directly, or independently verify the extracted content before use."
"EPD_202108","monthly prescribing source archive","descriptive 2021 window assessment only","NHS Business Services Authority","English Prescribing Dataset (EPD) with SNOMED Code","202108","https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code","Open Government Licence 3.0",,"not recorded contemporaneously; local archive modification/copy time retained","2026-08-05","data/epd/EPD_SNOMED_202108.ZIP","yes - SHA-256 is for the source ZIP archive","ZIP containing one CSV","622737770","110a7515aaa1d80c68910375429fd93f40f9a02125834754e16bdeb7509224d0","2026-07-17T19:01:06Z","EPD_SNOMED_202108.csv","6508415106","data/epd/EPD_SNOMED_202108.csv","6508415106","TRUE","legacy_through_202502",,"deferred to Stage 2 raw import to avoid a separate 300+ GB scan","27","YEAR_MONTH;REGIONAL_OFFICE_NAME;REGIONAL_OFFICE_CODE;STP_NAME;STP_CODE;PCO_NAME;PCO_CODE;PRACTICE_NAME;PRACTICE_CODE;ADDRESS_1;ADDRESS_2;ADDRESS_3;ADDRESS_4;POSTCODE;BNF_CHEMICAL_SUBSTANCE;CHEMICAL_SUBSTANCE_BNF_DESCR;BNF_CODE;BNF_DESCRIPTION;BNF_CHAPTER_PLUS_CODE;QUANTITY;ITEMS;TOTAL_QUANTITY;ADQUSAGE;NIC;ACTUAL_COST;UNIDENTIFIED;SNOMED_CODE","published EPD record; expected practice/presentation/month grain, to be verified in Stage 2","YEAR_MONTH + PRACTICE_CODE + presentation code (candidate; verify in Stage 2)",,,"202108","202108",,"Archive member name/size matches extracted CSV. The canonical analysis should consume the hashed archive directly, or independently verify the extracted content before use."
"EPD_202109","monthly prescribing source archive","descriptive 2021 window assessment only","NHS Business Services Authority","English Prescribing Dataset (EPD) with SNOMED Code","202109","https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code","Open Government Licence 3.0",,"not recorded contemporaneously; local archive modification/copy time retained","2026-08-05","data/epd/EPD_SNOMED_202109.ZIP","yes - SHA-256 is for the source ZIP archive","ZIP containing one CSV","638816752","edfe5567af7774ee91ce6fd126ba148802ed481fdac0895b7fc3cfcc920ee9a8","2026-07-17T19:03:29Z","EPD_SNOMED_202109.csv","6667974553","data/epd/EPD_SNOMED_202109.csv","6667974553","TRUE","legacy_through_202502",,"deferred to Stage 2 raw import to avoid a separate 300+ GB scan","27","YEAR_MONTH;REGIONAL_OFFICE_NAME;REGIONAL_OFFICE_CODE;STP_NAME;STP_CODE;PCO_NAME;PCO_CODE;PRACTICE_NAME;PRACTICE_CODE;ADDRESS_1;ADDRESS_2;ADDRESS_3;ADDRESS_4;POSTCODE;BNF_CHEMICAL_SUBSTANCE;CHEMICAL_SUBSTANCE_BNF_DESCR;BNF_CODE;BNF_DESCRIPTION;BNF_CHAPTER_PLUS_CODE;QUANTITY;ITEMS;TOTAL_QUANTITY;ADQUSAGE;NIC;ACTUAL_COST;UNIDENTIFIED;SNOMED_CODE","published EPD record; expected practice/presentation/month grain, to be verified in Stage 2","YEAR_MONTH + PRACTICE_CODE + presentation code (candidate; verify in Stage 2)",,,"202109","202109",,"Archive member name/size matches extracted CSV. The canonical analysis should consume the hashed archive directly, or independently verify the extracted content before use."
"EPD_202110","monthly prescribing source archive","descriptive 2021 window assessment only","NHS Business Services Authority","English Prescribing Dataset (EPD) with SNOMED Code","202110","https://opendata.nhsbsa.net/dataset/english-prescribing-dataset-epd-with-snomed-code","Open Government Licence 3.0",,"not recorded contemporaneously; local archive modification/copy time retained","2026-08-05","data/epd/EPD_SNOMED_202110.ZIP","yes - SHA-256 is for the source ZIP archive","ZIP containing one CSV","627886763","ef40ae1bc14706afce583491111dc401900a65ddbe279882de32aa9006886ef7","2026-07-17T19:03:15Z","EPD_SNOMED_202110.csv","6548753347","data/epd/EPD_SNOMED_202110.csv","6548753347","TRUE","legacy_through_202502",,"deferred to Stage 2 raw import to avoid a separate 300+ GB scan","27","YEAR_MONTH;REGIONAL_OFFICE_NAME;REGIONAL_OFFICE_CODE;STP_NAME;STP_CODE;PCO_NAME;PCO_CODE;PRACTICE_NAME;PRACTICE_CODE;ADDRESS_1;ADDRESS_2;ADDRESS_3;ADDRESS_4;POSTCODE;BNF_CHEMICAL_SUBSTANCE;CHEMICAL_SUBSTANCE_BNF_DESCR;BNF_CODE;BNF_DESCRIPTION;BNF_CHAPTER_PLUS_CODE;QUANTITY;ITEMS;TOTAL_QUANTITY;ADQUSAGE;NIC;ACTUAL_COST;UNIDENTIFIED;SNOMED_CODE","published EPD record; expected practice/presentation/month grain, to be verified in Stage 2","YEAR_MONTH + PRACTICE_CODE + presentation code (candidate; verify in Stage 2)",,,"202110","202110",,"Archive member name/size matches extracted CSV. The canonical analysis should consume the hashed archive directly, or independently verify the extracted content before use."
